"","time","lat","long","site.name","fagus","quercus","picea","tsuga","pinus","alnus","cyperaceae","ambrosia"
"49",-20500,37.71109,-105.740635,"Head Lake",0,0.0960614793467819,2.68972142170989,0,4.89913544668588,0,1.0566762728146,0.0960614793467819
"50",-20500,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0,47.8884940640122,0.397936796900527,4.61549308375733,25.5226226874543,0.549005935987801,1.64609881902628,1.14307636652196
"51",-20500,38.111944,-93.366944,"Boney Spring",0,1.16666666666667,20.8333333333333,0,43.3333333333333,0.166666666666667,21.3333333333333,1.33333333333333
"52",-20500,39.495,-95.526667,"Arrington Marsh",0,1.2531328320802,55.6390977443609,0,5.0125313283208,0.50125313283208,17.0426065162907,0.75187969924812
"53",-20500,39.53,-95.513333,"Muscotah Marsh",0,0.335570469798658,59.0604026845638,0,7.71812080536913,0.335570469798658,7.71812080536913,0.671140939597315
"54",-20500,40.00091,-105.556875,"Devlins Park",0,0,1.28865979381443,0,13.1443298969072,0,0.77319587628866,0.257731958762887
"55",-20500,41.61499,-86.84671,"Pinhook Bog",0,13.2911392405063,5.69620253164557,0,19.620253164557,3.58649789029536,1.68776371308017,0.421940928270042
"56",-20500,41.6496,-122.16715,"Grass Lake",0,0.255604877966793,0.164745687155196,0.669501229632747,42.3906428612759,0.150546924875039,1.14256248636766,0.0535672373441702
"57",-20500,41.78575,-73.90115,"Hyde Park",0,2.22323408299018,14.0092948210326,0,32.412842492873,4.47319448843839,17.6059649192271,0.316261482420019
"58",-20500,43.06619,-111.43795,"Grays Lake",0,0,1.63934426229508,0,63.9344262295082,0,3.27868852459016,0
"59",-20500,43.3666666666667,-112.616666666667,"Middle Butte Cave",0,0,0,0,1.29734232420134,0,0,0
"60",-20500,43.4677777777778,-79.9868055555556,"Rife Swamp",0,5.29100529100529,50.7936507936508,0,4.23280423280423,0.529100529100529,19.047619047619,0
"61",-20500,45.886765,-122.51919,"Fargher Pond",0,0,6.01503759398496,2.5062656641604,4.01002506265664,0.75187969924812,10.2756892230576,0
"62",-20500,45.918056,-120.880556,"Carp Lake",0,0.103092783505155,2.10725662828906,0,10.2992449895904,0.206185567010309,4.28675345523867,0
"63",-20500,46.116667,-94.116667,"Wolf Creek",0.030750307503075,1.28604681671247,14.0428553328377,0,1.1482170427903,0.168580081425245,21.5170301201645,9.96385647539247
"64",-20500,46.591667,-122.25,"Davis Lake",0,0,16.5346411957599,2.00611988103409,10.9848051551895,0.890337832685122,7.04739571417677,0
"65",-20000,27.2,-81.416667,"Lake Annie",0,43.452380952381,0,0,6.8452380952381,0,4.46428571428571,8.03571428571429
"66",-20000,27.58613,-81.503395,"Lake Tulane",0,6.91404692017641,0,0,4.90149795233311,0.0248756218905473,0.885891345593611,5.65428696397609
"67",-20000,30.266667,-85.016667,"Camel Lake",0,7.04225352112676,0,0,71.4285714285714,0,0.603621730382294,1.00603621730382
"68",-20000,33.660655,-117.3534,"Lake Elsinore",0,5.71128884949615,0.420875420875421,0,24.0069988766582,0,1.46256305826281,0
"69",-20000,33.798895,-78.95336,"Clear Pond",0.00325615168457007,0.292632322302333,0.0863550108657028,0.00741746099060985,6.26749979751572,0.168492426074816,0.226664676710571,0.0704678480159754
"70",-20000,33.866667,-108.25,"San Agustin Plains",0,0,18.1666666666667,0,81.8333333333333,0,0,0
"71",-20000,34.16759,-80.77616,"White Pond",0,1.80772391125719,1.15036976170912,0,45.7682826622843,0.164338537387017,0.164338537387017,0.657354149548069
"72",-20000,34.323611,-84.868056,"Bob Black Pond",0,3.64741641337386,4.25531914893617,0,73.8601823708207,0,1.21580547112462,0
"73",-20000,34.326389,-84.865278,"Quicksand Pond",0,1.21359223300971,0.970873786407767,0,65.7766990291262,0.242718446601942,0.728155339805825,0.242718446601942
"74",-20000,34.333333,-110.833333,"Jacob Lake",0,0.34965034965035,4.54545454545455,0,27.6223776223776,0,1.3986013986014,1.3986013986014
"75",-20000,34.462222,-111.345278,"Potato Lake",0,0.1953125,18.75,0,6.0546875,0,0.390625,1.5625
"76",-20000,34.66359,-85.40132,"Pigeon Marsh",0.607533414337789,21.3851761846902,0.729040097205346,0,25.6379100850547,0.729040097205346,22.1142162818955,0.607533414337789
"77",-20000,35.0833333333333,-89.9166666666667,"Nonconnah Creek [TN-1]",0,8.19672131147541,53.1615925058548,0,1.87353629976581,0.702576112412178,3.04449648711944,0.702576112412178
"78",-20000,35.981944,-108.810833,"Whiskey Lake",0,1.66358595194085,0,0,8.8724584103512,0,0.184842883548983,1.66358595194085
"79",-20000,36.005556,-108.833333,"Long Lake",0,0.46656298600311,1.86625194401244,0,27.2161741835148,0,0,1.08864696734059
"80",-20000,36.03015,-85.50132,"Anderson Pond",0,0.467642966775213,5.00111597300074,0,89.4050817861995,0.259791117132318,1.19600635393763,0.298098291850461
"81",-20000,36.052,-119.78,"Tulare Lake",0,0.217864923747277,0,0,10.0217864923747,0,14.161220043573,0
"82",-20000,36.166667,-76.683333,"Rockyhock Bay",0,0.0956937799043062,0.852544584602001,0,5.06307090039147,0.130491518051327,0.260983036102653,0.0347977381470204
"83",-20000,36.2375,-108.951667,"Dead Man Lake",0,0.140845070422535,3.09859154929577,0,25.2112676056338,0,0,1.97183098591549
"84",-20000,37.4235,-119.5785,"Nichols Meadow",0,0,0,0,30.0865800865801,0,4.97835497835498,0
"85",-20000,37.43255,-85.72462,"Jackson Pond",0,3.23612285150747,47.9650203276577,0,33.2272672382563,0.14792899408284,3.94014410497927,0.988004669323351
"86",-20000,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0.826903107276939,50.3785446121895,0.205128205128205,3.02971483345315,21.6744148893682,2.19514338205927,1.60444124930106,1.44739995207285
"87",-20000,38.111944,-93.366944,"Boney Spring",0,2.31023102310231,53.7953795379538,0,25.4125412541254,0,8.91089108910891,2.31023102310231
"88",-20000,38.73,-109.5,"Bison Alcove [42GR538]",0,0,0,0,7.66288410047176,0,0,0
"89",-20000,39.495,-95.526667,"Arrington Marsh",0,1.14127113992481,55.7886887809526,0,1.93612195652399,0.343054505535476,19.3309272051285,0.227581064426931
"90",-20000,40.00091,-105.556875,"Devlins Park",0,0,2.1978021978022,0,15.3846153846154,0,0.549450549450549,0.549450549450549
"91",-20000,41.23687,-74.1833,"Spruce Pond",0,1.58730158730159,0.634920634920635,0,37.1428571428571,7.61904761904762,28.2539682539683,0
"92",-20000,41.33395,-74.43065,"Pawelski Farm",0,2.85204991087344,17.825311942959,0,38.8591800356506,5.3475935828877,15.8645276292335,0.53475935828877
"93",-20000,41.391389,-74.037778,"Sutherland Pond",0,1.58102766798419,0.395256916996047,0,63.6363636363636,1.58102766798419,23.3201581027668,0
"94",-20000,41.61499,-86.84671,"Pinhook Bog",0,10.5518134715026,4.07253886010363,0,19.6740932642487,3.8020725388601,1.14766839378238,0.359067357512953
"95",-20000,41.623285,-85.212085,"Appleman Lake",0,0,50.6393861892583,0,0,2.0460358056266,0,1.53452685421995
"96",-20000,41.6496,-122.16715,"Grass Lake",0,0.144569609522115,0.266117771481348,0.848677539841968,51.1696087967788,0.114754463427899,1.03638147709553,0
"97",-20000,41.78575,-73.90115,"Hyde Park",0,1.00488084984209,11.6645931030083,0,24.517497687179,5.50531151306345,23.1553258685042,0.0685871056241426
"98",-20000,43.06619,-111.43795,"Grays Lake",0,0,1.54082597730139,0.204918032786885,25.2758511979823,0,11.3374842370744,0
"99",-20000,43.09791,-78.014515,"Byron-Bergen Swamp (Site 1)",0,1.84615384615385,24,0,14.1538461538462,0.307692307692308,7.69230769230769,0
"100",-20000,43.416667,-84.883333,"Vestaburg Bog",0,7.23404255319149,19.1489361702128,0,38.7234042553192,0.851063829787234,3.82978723404255,2.12765957446809
"101",-20000,43.4677777777778,-79.9868055555556,"Rife Swamp",0,4.60251046025105,71.5481171548117,0,2.51046025104602,0,2.92887029288703,2.09205020920502
"102",-20000,44.16658,-123.583975,"Little Lake",0,0,13.1826741996234,3.38983050847458,52.165725047081,0.941619585687382,1.69491525423729,0
"103",-20000,45.8,-122.491667,"Battle Ground Lake",0,0.787419701434166,1.01997131198274,5.43756477168156,17.8233713451035,0.553956930105699,17.758726329308,0.0630119722747322
"104",-20000,45.918056,-120.880556,"Carp Lake",0,0,2.73348519362187,0,17.0842824601367,0,0.911161731207289,0
"105",-20000,46.116667,-94.116667,"Wolf Creek",0,0.755667506297229,10.2434928631402,0,0.503778337531486,0.419815281276238,19.983207388749,7.30478589420655
"106",-20000,46.591667,-122.25,"Davis Lake",0,0,36.0727961863082,1.33049390434511,18.0798687089716,1.53172866520788,3.82932166301969,0
"107",-20000,47.481667,-70.684722,"Lac à l'Ange",0,0.32967032967033,4.06593406593407,0,11.3186813186813,1.31868131868132,2.52747252747253,0.10989010989011
"108",-20000,47.883685,-123.35093,"Moose Lake",0,0,5.51378446115288,12.531328320802,53.8847117794486,2.25563909774436,0.25062656641604,0
"109",-20000,49.76341,-95.191725,"West Hawk Lake",0,1.86721994703529,18.8796684880077,0,18.0497924886742,0.622406625249843,0.622406625249843,5.80912857361763
"110",-20000,55.047975,-105.385195,"Marl Pond",0,0,48.2758620689655,0,4.59770114942529,1.14942528735632,1.14942528735632,0
"111",-19500,27.58613,-81.503395,"Lake Tulane",0,4.52273588912154,0,0,6.41097319482818,0,0.526923068018557,4.7775201465814
"112",-19500,29.7833333333333,-104.366666666667,"Shafter",0,10.7142857142857,0,0,12.5,0,0,0
"113",-19500,30.366667,-97.116667,"Patschke Bog",0,15.9203980099502,2.98507462686567,0,2.48756218905473,5.97014925373134,0,0
"114",-19500,31.721111,-86.134167,"Goshen Springs",0.229357798165138,16.2844036697248,0,0,43.348623853211,0.917431192660551,2.75229357798165,0.688073394495413
"115",-19500,32.466667,-93.166667,"Rayburn's Dome",0,20.8499940161734,1.50782171616146,0,15.876887042451,1.84032586209844,0,8.70162931049221
"116",-19500,32.572,-83.0795,"Sandy Run Creek",0.22883295194508,11.2128146453089,2.05949656750572,0,37.9862700228833,12.3569794050343,0.45766590389016,0
"117",-19500,32.8833333333333,-105.916666666667,"Big Boy Canyon",0,3.81679389312977,0,0,5.34351145038168,0,0,0
"118",-19500,33.660655,-117.3534,"Lake Elsinore",0,5.64367547346271,0.305821837736731,0,20.6570025718962,0,1.06944119710077,0
"119",-19500,33.798895,-78.95336,"Clear Pond",0,0.240064627141846,0.118255136670205,0,6.52420149602529,0.0781945670736909,0.258184188923068,0.0468696427140575
"120",-19500,33.866667,-108.25,"San Agustin Plains",0,0,13.7162324649299,0,85.8835671342685,0,0,0
"121",-19500,34.16759,-80.77616,"White Pond",0,1.74825174825175,2.0979020979021,0,95.8041958041958,0,0,0
"122",-19500,34.323611,-84.868056,"Bob Black Pond",0.46875,4.6875,4.23713235294118,0,73.3823529411765,0.15625,1.67279411764706,0.15625
"123",-19500,34.326389,-84.865278,"Quicksand Pond",0,2.24745101389838,1.35352586010481,0,69.1205997949419,0.693495101389838,1.60415242652085,0.568181818181818
"124",-19500,34.333333,-110.833333,"Jacob Lake",0,0.154320987654321,5.835001668335,0,56.7067067067067,0,1.05105105105105,0.613113113113113
"125",-19500,34.462222,-111.345278,"Potato Lake",0,0,22.7176220806794,0,8.70488322717622,0.212314225053079,1.06157112526539,1.91082802547771
"126",-19500,35.981944,-108.810833,"Whiskey Lake",0,0.833333333333333,0.416666666666667,0,8.33333333333333,0,0.625,2.5
"127",-19500,36.005556,-108.833333,"Long Lake",0,1.39616055846422,2.09424083769634,0,31.413612565445,0,0,0
"128",-19500,36.03015,-85.50132,"Anderson Pond",0.126782884310618,0.556596071651539,2.81328338856073,0,91.4138692791625,0.187388944916679,0.548239927003794,0.063391442155309
"129",-19500,36.052,-119.78,"Tulare Lake",0,0.601202404809619,0,0.601202404809619,12.8256513026052,0,13.2264529058116,0.200400801603206
"130",-19500,36.2375,-108.951667,"Dead Man Lake",0,1.37741046831956,4.13223140495868,0,22.8650137741047,0.275482093663912,0,1.65289256198347
"131",-19500,37.021745,-106.45052,"Cumbres Bog",0,0,4.90196078431373,0,13.3986928104575,0,0.980392156862745,0.326797385620915
"132",-19500,37.3666666666667,-110.866666666667,"Bechan Cave",0,0.462962962962963,0.462962962962963,0,13.8888888888889,0,0,0
"133",-19500,37.4235,-119.5785,"Nichols Meadow",0,0,0,0,20.873786407767,0,0.485436893203883,0
"134",-19500,37.43255,-85.72462,"Jackson Pond",0,3.07347573127993,27.637785047225,0,27.3787919764003,0.84686727129968,29.4917775339697,1.32846548766199
"135",-19500,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0,45.8047008547009,0.426923076923077,4.43301282051282,24.3547008547009,1.16634615384615,2.60363247863248,1.0366452991453
"136",-19500,38.111944,-93.366944,"Boney Spring",0,3,35,0,34.6666666666667,0.333333333333333,18.6666666666667,2
"137",-19500,39.495,-95.526667,"Arrington Marsh",0,0.22883295194508,56.7505720823799,0,2.51716247139588,0.68649885583524,18.9931350114416,0.45766590389016
"138",-19500,40.00091,-105.556875,"Devlins Park",0,0,1.21359223300971,0,17.7184466019417,0,0.728155339805825,0.242718446601942
"139",-19500,41.13395,-115.5049,"Ruby Marsh",0,0,0,0,1.91275950548169,0,0.163284348028925,0.046652670865407
"140",-19500,41.391389,-74.037778,"Sutherland Pond",0,3.42205323193916,0,0.380228136882129,41.8250950570342,3.04182509505703,33.8403041825095,0
"141",-19500,41.78575,-73.90115,"Hyde Park",0,0.932090545938748,9.32090545938748,0,23.4354194407457,7.19041278295606,25.2996005326232,0.532623169107856
"142",-19500,43.06619,-111.43795,"Grays Lake",0,0,0.675675675675676,0,29.0540540540541,0,6.75675675675676,0
"143",-19500,43.1,-89.416667,"Lake Mendota",0,6.66666666666667,26.6666666666667,0,3.33333333333333,0,13.3333333333333,0
"144",-19500,43.3666666666667,-112.616666666667,"Middle Butte Cave",0,0,0,0,0.591715976331361,0,0,0
"145",-19500,43.4677777777778,-79.9868055555556,"Rife Swamp",0,2.26244343891403,75.5656108597285,0.452488687782805,6.78733031674208,0.452488687782805,1.80995475113122,0.904977375565611
"146",-19500,44.9253,-116.0483,"McCall Fen",0,0,1.56862745098039,0,4.31372549019608,0,0,0
"147",-19500,45.8,-122.491667,"Battle Ground Lake",0,0.288168769030013,2.20998154321198,2.90025695180812,12.5232101848864,1.12138294728201,12.5093152547235,0
"148",-19500,45.886765,-122.51919,"Fargher Pond",0,0,11.6216216216216,2.43243243243243,7.02702702702703,0.540540540540541,10.2702702702703,0
"149",-19500,45.918056,-120.880556,"Carp Lake",0,0,3.53260869565217,0.271739130434783,10.8695652173913,0.543478260869565,1.08695652173913,0
"150",-19500,46.591667,-122.25,"Davis Lake",0,0,11.7302052785924,0.586510263929619,10.2639296187683,1.75953079178886,17.0087976539589,0
"151",-19500,47.481667,-70.684722,"Lac à l'Ange",0,2.14501535379411,7.95400430234658,0.314465408805031,12.7900389181733,3.42956139054469,9.47008883853063,0
"152",-19500,47.883685,-123.35093,"Moose Lake",0,0,3.97350993377483,9.27152317880795,58.1456953642384,5.43046357615894,1.05960264900662,0
"153",-19500,50.78748,-116.388495,"Dunbar Lake [Big Fish Lake]",0,0,1.40845070422535,0,80.7511737089202,0.234741784037559,1.40845070422535,0
"154",-19500,55.047975,-105.385195,"Marl Pond",0,0,52.6315789473684,0,2.78637770897833,0.928792569659443,3.40557275541796,0
"155",-19000,27.58613,-81.503395,"Lake Tulane",0,6.80991134238786,0,0,2.43640660366607,0.0599727136425651,0.845360416957231,6.28682706506983
"156",-19000,29.7833333333333,-104.366666666667,"Shafter",0,6.49350649350649,0,0,9.09090909090909,0,0,0
"157",-19000,31.048333,-91.481944,"Pinckneyville Creek Site 20",0.4,6,52.8,0,5.2,0,0,1.2
"158",-19000,32.466667,-93.166667,"Rayburn's Dome",0,15.1515151515152,1.51515151515152,0,5.05050505050505,5.05050505050505,0,25.2525252525253
"159",-19000,33.660655,-117.3534,"Lake Elsinore",0,4.88630844628902,0.297584882334761,0,28.9067950019868,0,1.94224910592079,0
"160",-19000,33.798895,-78.95336,"Clear Pond",0.00405457457376285,0.400541584314157,0.132995102108523,0.00740420946355986,5.63195832604617,0.100541276672985,0.280666345268844,0.0790745574592221
"161",-19000,33.866667,-108.25,"San Agustin Plains",0,0,16.2454728370221,0,83.0199865861838,0,0,0
"162",-19000,34,-109.425,"Hay Lake",0,0.511073253833049,1.87393526405451,0,26.5758091993186,0,0,0.851788756388416
"163",-19000,34.16759,-80.77616,"White Pond",0,5.13888888888889,1.88888888888889,0,80,0.944444444444444,0.777777777777778,1.44444444444444
"164",-19000,34.323611,-84.868056,"Bob Black Pond",0.317460317460317,4.44444444444444,7.61904761904762,0,70.7936507936508,0,0.634920634920635,0.634920634920635
"165",-19000,34.326389,-84.865278,"Quicksand Pond",0.244498777506112,3.17848410757946,1.71149144254279,0,60.6356968215159,0,2.20048899755501,0.244498777506112
"166",-19000,34.462222,-111.345278,"Potato Lake",0,0,7.19257540603248,0,11.8329466357309,0,1.16009280742459,4.40835266821346
"167",-19000,35.968889,-108.808333,"Utricularia Lake",0,0,8.05008944543828,0,9.83899821109124,0,1.07334525939177,2.50447227191413
"168",-19000,36.005556,-108.833333,"Long Lake",0,1.69230769230769,3.38461538461538,0,35.3846153846154,0,0.153846153846154,1.23076923076923
"169",-19000,36.03015,-85.50132,"Anderson Pond",0,0.549936857602867,23.2962354301538,0.0429000429000429,71.1661507558558,0.177965984417597,1.34207229727853,0
"170",-19000,36.052,-119.78,"Tulare Lake",0,0.309119010819165,0,0,8.65533230293663,0,31.6846986089644,0.154559505409583
"171",-19000,36.2375,-108.951667,"Dead Man Lake",0,1.07194244604317,8.02261048304214,0,28.0411099691675,0,0.287769784172662,0.575539568345324
"172",-19000,37.021745,-106.45052,"Cumbres Bog",0,0,5.02450980392157,0,18.8725490196078,0,1.34803921568627,0
"173",-19000,37.43255,-85.72462,"Jackson Pond",0.146627565982405,4.34940195723088,37.7149988467495,0,40.467148835217,0.280898876404494,5.30783551352598,0.879765395894428
"174",-19000,37.74759,-107.682735,"Molas Lake",0,0,6.77290836653386,0,15.9362549800797,0,0.398406374501992,3.58565737051793
"175",-19000,38.0302777777778,-76.2144444444444,"Chesapeake Bay (MD99-2207)",0.209643605870021,47.7222358354434,0.842567635020465,1.86147186147186,22.180021236625,1.13497962554566,2.38458257326182,1.45044333723579
"176",-19000,38.111944,-93.366944,"Boney Spring",0,1,44,0,36.3333333333333,0.333333333333333,8.33333333333333,1.66666666666667
"177",-19000,38.2,-80.283333,"Cranberry Glades",0,0.671140939597315,14.4295302013423,0,26.510067114094,0,50.3355704697987,0.335570469798658
"178",-19000,39.495,-95.526667,"Arrington Marsh",0,1.10177071410254,56.5887327291264,0,2.50189205586725,0.24330900243309,17.3915898898542,0.507258614327085
"179",-19000,39.53,-95.513333,"Muscotah Marsh",0,0.168067226890756,56.6386554621849,0,9.41176470588235,0.336134453781513,11.7647058823529,0.168067226890756
"180",-19000,39.65822,-105.603265,"Echo Lake",0,0,4.20711974110032,0,12.621359223301,0,1.94174757281553,0.647249190938511
"181",-19000,40.00091,-105.556875,"Devlins Park",0,0,1.6096601228055,0,13.8192222318314,0,1.2082360402433,0.402865461673729
"182",-19000,41.23687,-74.1833,"Spruce Pond",0,0.537634408602151,0.537634408602151,0,38.7096774193548,4.3010752688172,36.0215053763441,0
"183",-19000,41.33395,-74.43065,"Pawelski Farm",0,1.54109589041096,21.5753424657534,0,31.8493150684932,4.62328767123288,12.3287671232877,0.171232876712329
"184",-19000,41.6496,-122.16715,"Grass Lake",0,0.248138957816377,0,0.331970681922743,34.1853444960178,0,8.18447884757847,0
"185",-19000,41.78575,-73.90115,"Hyde Park",0,2.0978097809781,46.0786078607861,0,13.3096309630963,1.84188418841884,7.33243324332433,0.346834683468347
"186",-19000,42.33,-83.63,"Frains Lake",0,5.66037735849057,39.622641509434,0,0,1.88679245283019,3.77358490566038,1.88679245283019
"187",-19000,42.49185,-77.641,"South Dansville Buried Peat",0,0,0,0,11.1111111111111,0,0,0
"188",-19000,43.1,-89.416667,"Lake Mendota",0,7.22222222222222,38.3333333333333,0,0.833333333333333,0.833333333333333,4.16666666666667,1.66666666666667
"189",-19000,43.416667,-84.883333,"Vestaburg Bog",0,7.69230769230769,15.3846153846154,0,59.2760180995475,0,0.904977375565611,0.904977375565611
"190",-19000,44.16658,-123.583975,"Little Lake",0,0,25.0535331905782,6.20985010706638,17.3447537473233,0.428265524625268,3.85438972162741,0
"191",-19000,44.9253,-116.0483,"McCall Fen",0,0,0,0,4.24710424710425,0,0,0
"192",-19000,45.8,-122.491667,"Battle Ground Lake",0,0.167669747257267,3.21206689733721,2.54787337527442,8.84990456442273,0.268817204301075,11.7042786499322,0.0896057347670251
